ID,Country,Vendor,Shipment_Mode,Year,Quarter,Month,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Delay_Days,On_Time_Delivery,Delivery_Status,Product_Group,Line_Item_Value,Freight_Cost_USD,Freight_Type,Weight_Kilograms,Freight_Cost_Ratio
85593,Mozambique,SCMS from RDC,Truck,2015,2,6,2015-06-30,2015-06-09,-21,On Time,Early,ARV,2130.0,,Absorbed,,
85594,Côte d'Ivoire,SCMS from RDC,Truck,2015,2,6,2015-06-19,2015-06-08,-11,On Time,Early,ARV,141036.48,,Absorbed,,
85595,Côte d'Ivoire,SCMS from RDC,Truck,2015,2,6,2015-06-19,2015-06-08,-11,On Time,Early,ARV,1142845.64,,Absorbed,,
85596,Nigeria,SCMS from RDC,Air Charter,2015,2,6,2015-06-30,2015-04-28,-63,On Time,Early,ARV,1810486.68,107573.94,Separate,51833.0,5.94
85599,Rwanda,SCMS from RDC,Truck,2015,2,6,2015-06-30,2015-06-17,-13,On Time,Early,ARV,2826230.4,,Absorbed,33500.0,
85600,Nigeria,SCMS from RDC,Air Charter,2015,2,6,2015-06-30,2015-06-02,-28,On Time,Early,ARV,687041.4,,Absorbed,,
85601,South Sudan,SCMS from RDC,Air,2015,2,6,2015-06-25,2015-06-19,-6,On Time,Early,ARV,16095.6,,Absorbed,,
85602,Rwanda,SCMS from RDC,Air,2015,3,8,2015-08-18,2015-08-06,-12,On Time,Early,ARV,72973.78,,Absorbed,,
85603,Rwanda,SCMS from RDC,Air,2015,3,9,2015-09-30,2015-08-03,-58,On Time,Early,ARV,145685.98,,Absorbed,,
85626,Nigeria,SCMS from RDC,Air Charter,2009,3,7,2009-07-30,2009-08-04,5,Late,Late,ARV,733.7,,Absorbed,,
85627,Mozambique,SCMS from RDC,Air,2009,4,11,2009-11-30,2009-10-30,-31,On Time,Early,ARV,13540.8,1139.5,Separate,85.0,8.42
85628,Uganda,SCMS from RDC,Air,2009,4,10,2009-10-08,2009-10-08,0,On Time,On Time,ARV,2800.0,,Absorbed,,
85629,Uganda,SCMS from RDC,Air,2009,4,10,2009-10-08,2009-10-08,0,On Time,On Time,ARV,1370.0,1140.08,Separate,18.0,83.22
85630,Nigeria,SCMS from RDC,Air Charter,2009,4,10,2009-10-15,2009-10-20,5,Late,Late,ARV,7050.0,,Absorbed,,
85631,Haiti,SCMS from RDC,Air,2009,4,11,2009-11-18,2009-10-09,-40,On Time,Early,ARV,5624.2,1350.33,Separate,126.0,24.01
85632,Côte d'Ivoire,SCMS from RDC,Air,2009,4,10,2009-10-30,2009-10-20,-10,On Time,Early,ARV,1556.1,1668.76,Separate,284.0,107.24
85633,Uganda,SCMS from RDC,Air,2009,4,12,2009-12-03,2009-11-30,-3,On Time,Early,ARV,145214.52,,Absorbed,,
85634,Haiti,SCMS from RDC,Air,2009,4,11,2009-11-30,2009-11-30,0,On Time,On Time,ARV,140.0,,Absorbed,,
85635,Haiti,SCMS from RDC,Air,2009,4,11,2009-11-30,2009-11-30,0,On Time,On Time,ARV,8908.2,,Absorbed,,
85636,Haiti,SCMS from RDC,Air,2009,4,12,2009-12-02,2009-11-30,-2,On Time,Early,ARV,2940.0,,Absorbed,,
85637,Côte d'Ivoire,SCMS from RDC,Air,2009,4,12,2009-12-01,2009-12-02,1,On Time,On Time,ARV,63477.9,1211.48,Separate,546.0,1.91
85638,Uganda,SCMS from RDC,Air,2009,4,11,2009-11-30,2009-12-02,2,On Time,On Time,ARV,29433.6,,Absorbed,,
85639,Uganda,SCMS from RDC,Air,2009,4,11,2009-11-30,2009-12-02,2,On Time,On Time,ARV,5800.0,,Absorbed,,
85640,Zimbabwe,SCMS from RDC,Truck,2009,4,12,2009-12-18,2009-12-07,-11,On Time,Early,ARV,23120.0,,Absorbed,,
85641,Zambia,SCMS from RDC,Truck,2010,1,1,2010-01-15,2009-11-26,-50,On Time,Early,ARV,38806.92,5837.94,Separate,574.0,15.04
85642,Côte d'Ivoire,SCMS from RDC,Air,2009,4,12,2009-12-14,2009-12-11,-3,On Time,Early,ARV,60099.84,12369.8,Separate,976.0,20.58
85643,Uganda,SCMS from RDC,Air,2010,1,1,2010-01-15,2010-01-22,7,Late,Late,ARV,61710.0,2524.0,Separate,708.0,4.09
85644,Côte d'Ivoire,SCMS from RDC,Air,2009,4,12,2009-12-17,2009-12-14,-3,On Time,Early,ARV,60099.84,2698.22,Separate,680.0,4.49
85645,Mozambique,SCMS from RDC,Air,2010,1,1,2010-01-19,2010-01-26,7,Late,Late,ARV,50515.92,,Absorbed,,
85646,Haiti,SCMS from RDC,Air,2009,4,12,2009-12-22,2009-12-16,-6,On Time,Early,ARV,7746.3,8329.13,Separate,1404.0,107.52
85647,Haiti,SCMS from RDC,Air Charter,2009,4,12,2009-12-25,2009-12-17,-8,On Time,Early,ARV,350.0,,Absorbed,,
85648,Uganda,SCMS from RDC,Air,2010,1,2,2010-02-25,2010-01-15,-41,On Time,Early,ARV,17043.4,2528.69,Separate,336.0,14.84
85649,Uganda,SCMS from RDC,Air,2010,1,2,2010-02-03,2010-02-03,0,On Time,On Time,ARV,351850.0,42656.07,Separate,3941.0,12.12
85650,Mozambique,SCMS from RDC,Air,2010,2,4,2010-04-14,2010-04-14,0,On Time,On Time,ARV,781865.7,,Absorbed,,
85651,Uganda,SCMS from RDC,Truck,2010,1,3,2010-03-19,2010-01-29,-49,On Time,Early,ARV,15033.6,1576.8,Separate,507.0,10.49
85652,Côte d'Ivoire,SCMS from RDC,Air,2010,2,4,2010-04-06,2010-02-15,-50,On Time,Early,ARV,29348.0,1083.3,Separate,117.0,3.69
85653,Zambia,SCMS from RDC,Truck,2010,1,3,2010-03-15,2010-03-05,-10,On Time,Early,ARV,321947.2,,Absorbed,,
85654,Uganda,SCMS from RDC,Air,2010,1,3,2010-03-18,2010-03-17,-1,On Time,Early,ARV,26280.0,,Absorbed,,
85655,Côte d'Ivoire,SCMS from RDC,Air,2010,2,4,2010-04-06,2010-03-01,-36,On Time,Early,ARV,14924.7,3688.33,Separate,2633.0,24.71
85656,Zimbabwe,SCMS from RDC,Truck,2010,1,3,2010-03-31,2010-03-12,-19,On Time,Early,ARV,20520.0,,Absorbed,,
85657,Haiti,SCMS from RDC,Air,2010,2,4,2010-04-07,2010-03-03,-35,On Time,Early,ARV,12650.4,,Absorbed,,
85658,Haiti,SCMS from RDC,Air,2010,1,3,2010-03-02,2010-03-03,1,On Time,On Time,ARV,22500.0,6036.98,Separate,101.0,26.83
85659,Côte d'Ivoire,SCMS from RDC,Air,2010,1,3,2010-03-09,2010-03-10,1,On Time,On Time,ARV,8246.0,,Absorbed,,
85660,Haiti,SCMS from RDC,Air,2010,1,3,2010-03-15,2010-03-15,0,On Time,On Time,ARV,152.32,,Absorbed,,
85661,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,58750.0,,Absorbed,404.0,
85662,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,2238.6,,Absorbed,79.0,
85663,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,25044.66,,Absorbed,420.0,
85664,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,3852.63,,Absorbed,65.0,
85665,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,276180.3,,Absorbed,2888.0,
85666,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,1570800.0,,Absorbed,16424.0,
85667,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,364250.0,,Absorbed,2501.0,
85668,Nigeria,SCMS from RDC,Air Charter,2010,2,4,2010-04-19,2010-03-31,-19,On Time,Early,ARV,53783.73,,Absorbed,1150.0,
85669,Uganda,SCMS from RDC,Air,2010,2,6,2010-06-04,2010-04-15,-50,On Time,Early,ARV,15275.0,2393.54,Separate,105.0,15.67
85670,Nigeria,SCMS from RDC,Air Charter,2010,2,5,2010-05-31,2010-05-18,-13,On Time,Early,ARV,35625.0,9736.1,Separate,662.0,27.33
85671,Nigeria,SCMS from RDC,Air Charter,2010,2,5,2010-05-31,2010-05-18,-13,On Time,Early,ARV,180272.04,9736.1,Separate,1773.0,5.4
85672,Zimbabwe,SCMS from RDC,Truck,2010,2,5,2010-05-31,2010-05-31,0,On Time,On Time,ARV,28025.0,,Absorbed,,
85673,Haiti,SCMS from RDC,Air,2010,2,5,2010-05-19,2010-05-19,0,On Time,On Time,ARV,31236.0,,Absorbed,,
85674,Haiti,SCMS from RDC,Air,2010,2,6,2010-06-02,2010-06-09,7,Late,Late,ARV,3481.6,,Absorbed,,
85675,Haiti,SCMS from RDC,Air,2010,2,6,2010-06-02,2010-06-09,7,Late,Late,ARV,1631.28,,Absorbed,,
85676,Uganda,SCMS from RDC,Air,2010,2,6,2010-06-30,2010-06-22,-8,On Time,Early,ARV,70500.0,7879.03,Separate,493.0,11.18
85677,Nigeria,SCMS from RDC,Air Charter,2010,2,6,2010-06-30,2010-06-28,-2,On Time,Early,ARV,390747.72,,Absorbed,4099.0,
85678,Côte d'Ivoire,SCMS from RDC,Air,2010,3,7,2010-07-09,2010-07-05,-4,On Time,Early,ARV,6092.8,,Absorbed,,
85679,Côte d'Ivoire,SCMS from RDC,Air,2010,3,7,2010-07-09,2010-07-05,-4,On Time,Early,ARV,43214.0,5121.68,Separate,588.0,11.85
85680,Tanzania,SCMS from RDC,Air,2010,3,7,2010-07-21,2010-07-08,-13,On Time,Early,ARV,54938.52,10536.12,Separate,2262.0,19.18
85681,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,2730.0,,Absorbed,69.0,
85682,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,203757.0,,Absorbed,3045.0,
85683,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-21,2010-06-28,-23,On Time,Early,ARV,751590.0,,Absorbed,6773.0,
85684,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,3285.0,,Absorbed,763.0,
85685,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,14640.0,,Absorbed,285.0,
85686,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,4855.0,,Absorbed,60.0,
85687,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,4473.0,,Absorbed,,
85688,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,655614.75,,Absorbed,4665.0,
85689,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,697200.0,,Absorbed,3869.0,
85690,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,19920.0,,Absorbed,91.0,
85691,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,289080.0,,Absorbed,2654.0,
85692,Nigeria,SCMS from RDC,Air,2010,3,7,2010-07-15,2010-06-28,-17,On Time,Early,ARV,17520.0,,Absorbed,161.0,
85693,Uganda,SCMS from RDC,Air,2010,3,8,2010-08-04,2010-08-02,-2,On Time,Early,ARV,26280.0,,Absorbed,,
85694,Nigeria,SCMS from RDC,Air Charter,2010,3,8,2010-08-16,2010-08-17,1,On Time,On Time,ARV,617885.4,6147.18,Separate,7253.0,0.99
85695,Haiti,SCMS from RDC,Air,2010,3,8,2010-08-10,2010-08-23,13,Late,Late,ARV,6917.12,,Absorbed,,
85696,Nigeria,SCMS from RDC,Air,2010,3,8,2010-08-31,2010-08-17,-14,On Time,Early,ARV,112200.0,6147.18,Separate,1250.0,5.48
85697,Nigeria,SCMS from RDC,Air Charter,2010,3,8,2010-08-31,2010-08-17,-14,On Time,Early,ARV,897600.0,6147.18,Separate,10519.0,0.68
85698,Nigeria,SCMS from RDC,Air Charter,2010,3,8,2010-08-31,2010-08-17,-14,On Time,Early,ARV,168300.0,6147.18,Separate,1972.0,3.65
85699,Nigeria,SCMS from RDC,Air Charter,2010,3,8,2010-08-31,2010-08-17,-14,On Time,Early,ARV,37812.0,6147.18,Separate,336.0,16.26
85700,Côte d'Ivoire,SCMS from RDC,Air,2010,3,8,2010-08-23,2010-08-23,0,On Time,On Time,ARV,33750.0,,Absorbed,,
85702,Uganda,SCMS from RDC,Air,2010,3,9,2010-09-30,2010-08-23,-38,On Time,Early,ARV,25641.45,,Absorbed,,
85703,Côte d'Ivoire,SCMS from RDC,Air,2010,3,9,2010-09-21,2010-09-06,-15,On Time,Early,ARV,348429.6,8815.65,Separate,3506.0,2.53
85704,Zambia,SCMS from RDC,Air,2010,3,9,2010-09-22,2010-09-01,-21,On Time,Early,ARV,959540.85,,Absorbed,,
85705,Ethiopia,SCMS from RDC,Air,2010,3,9,2010-09-15,2010-09-13,-2,On Time,Early,ARV,4194.0,530.36,Separate,74.0,12.65
85706,Côte d'Ivoire,SCMS from RDC,Air,2010,3,9,2010-09-30,2010-09-25,-5,On Time,Early,ARV,1577.6,,Absorbed,,
85707,Côte d'Ivoire,SCMS from RDC,Truck,2010,3,9,2010-09-30,2010-09-25,-5,On Time,Early,ARV,7793.28,8953.21,Separate,189.0,114.88
85708,Mozambique,SCMS from RDC,Truck,2010,4,10,2010-10-15,2010-10-29,14,Late,Late,ARV,544742.22,11884.42,Separate,15664.0,2.18
85709,Zimbabwe,SCMS from RDC,Truck,2010,3,9,2010-09-30,2010-10-04,4,Late,Late,ARV,25606.0,,Absorbed,,
85710,Haiti,SCMS from RDC,Air,2010,4,10,2010-10-20,2010-10-21,1,On Time,On Time,ARV,20371.68,,Absorbed,,
85711,Nigeria,SCMS from RDC,Air,2010,4,10,2010-10-22,2010-11-10,19,Late,Late,ARV,660587.04,,Absorbed,,
85712,Uganda,SCMS from RDC,Truck,2010,4,10,2010-10-29,2010-10-15,-14,On Time,Early,ARV,336600.0,15759.47,Separate,4050.0,4.68
85713,Zambia,SCMS from RDC,Truck,2010,4,11,2010-11-04,2010-11-08,4,Late,Late,ARV,376011.21,,Absorbed,,
85714,Tanzania,SCMS from RDC,Truck,2010,4,11,2010-11-30,2010-12-03,3,Late,Late,ARV,283800.0,1979.75,Separate,12543.0,0.7
85715,Côte d'Ivoire,SCMS from RDC,Truck,2010,4,11,2010-11-30,2010-11-26,-4,On Time,Early,ARV,5603.2,,Absorbed,,
85716,Côte d'Ivoire,SCMS from RDC,Truck,2010,4,10,2010-10-28,2010-11-23,26,Late,Late,ARV,80562.3,,Absorbed,,
85717,Côte d'Ivoire,SCMS from RDC,Truck,2010,4,10,2010-10-28,2010-11-23,26,Late,Late,ARV,3951.36,,Absorbed,,
85718,Côte d'Ivoire,SCMS from RDC,Truck,2010,4,10,2010-10-28,2010-11-23,26,Late,Late,ARV,313615.68,,Absorbed,,
85719,Zimbabwe,SCMS from RDC,Truck,2010,4,11,2010-11-30,2010-11-25,-5,On Time,Early,ARV,18880.0,,Absorbed,,
85720,Nigeria,SCMS from RDC,Air Charter,2010,4,11,2010-11-16,2010-11-10,-6,On Time,Early,ARV,903.0,20264.93,Separate,40.0,2244.18
85721,Uganda,SCMS from RDC,Air,2010,4,11,2010-11-26,2010-11-23,-3,On Time,Early,ARV,1298658.9,83195.98,Separate,15500.0,6.41
85722,Ethiopia,SCMS from RDC,Air,2010,4,11,2010-11-19,2010-11-08,-11,On Time,Early,ARV,3605.0,,Absorbed,,
85723,Zambia,SCMS from RDC,Truck,2010,4,12,2010-12-31,2010-11-25,-36,On Time,Early,ARV,641250.0,,Absorbed,,
85724,Côte d'Ivoire,SCMS from RDC,Air,2010,4,11,2010-11-30,2010-12-09,9,Late,Late,ARV,1448.59,,Absorbed,,
85725,Côte d'Ivoire,SCMS from RDC,Air,2010,4,11,2010-11-30,2010-12-09,9,Late,Late,ARV,8190.0,,Absorbed,,
85726,Dominican Republic,SCMS from RDC,Air,2011,1,1,2011-01-31,2010-12-08,-54,On Time,Early,ARV,1689.8,,Absorbed,,
85727,Dominican Republic,SCMS from RDC,Air,2011,1,1,2011-01-31,2010-12-08,-54,On Time,Early,ARV,18383.45,,Absorbed,,
85728,Zambia,SCMS from RDC,Truck,2010,4,11,2010-11-15,2010-12-10,25,Late,Late,ARV,26600.0,,Absorbed,,
85729,Haiti,SCMS from RDC,Air,2010,4,12,2010-12-20,2011-01-05,16,Late,Late,ARV,4700.0,,Absorbed,,
85730,Haiti,SCMS from RDC,Air,2010,4,12,2010-12-20,2011-01-05,16,Late,Late,ARV,14800.0,,Absorbed,,
85731,Nigeria,SCMS from RDC,Air Charter,2011,1,2,2011-02-22,2011-02-16,-6,On Time,Early,ARV,869268.96,,Absorbed,,
85732,Nigeria,SCMS from RDC,Air Charter,2011,1,2,2011-02-22,2011-02-16,-6,On Time,Early,ARV,1122000.0,,Absorbed,,
85733,Côte d'Ivoire,SCMS from RDC,Air,2011,1,2,2011-02-22,2011-02-22,0,On Time,On Time,ARV,111513.44,8758.36,Separate,7275.0,7.85
85734,Côte d'Ivoire,SCMS from RDC,Air,2011,1,2,2011-02-22,2011-02-22,0,On Time,On Time,ARV,206640.0,,Absorbed,,
85735,Nigeria,SCMS from RDC,Air Charter,2011,1,2,2011-02-17,2011-02-16,-1,On Time,Early,ARV,19710.0,43548.0,Separate,2252.0,220.94
85736,Tanzania,SCMS from RDC,Air,2011,1,2,2011-02-28,2011-02-28,0,On Time,On Time,ARV,4825.0,,Absorbed,,
85737,Tanzania,SCMS from RDC,Truck,2011,1,2,2011-02-28,2011-02-28,0,On Time,On Time,ARV,94366.08,1647.0,Separate,4145.0,1.75
85738,Côte d'Ivoire,SCMS from RDC,Air,2011,1,2,2011-02-15,2011-02-23,8,Late,Late,ARV,95616.0,7441.57,Separate,532.0,7.78
85739,Haiti,SCMS from RDC,Air,2011,1,2,2011-02-28,2011-02-14,-14,On Time,Early,ARV,9172.8,,Absorbed,,
85740,Zambia,SCMS from RDC,Truck,2011,1,3,2011-03-31,2011-03-07,-24,On Time,Early,ARV,1327173.12,,Absorbed,,
85741,Zambia,SCMS from RDC,Truck,2011,1,3,2011-03-31,2011-03-07,-24,On Time,Early,ARV,50669.28,,Absorbed,,
85742,Zimbabwe,SCMS from RDC,Truck,2011,1,3,2011-03-31,2011-03-17,-14,On Time,Early,ARV,27741.28,,Absorbed,,
85743,Zimbabwe,SCMS from RDC,Truck,2011,1,3,2011-03-31,2011-03-17,-14,On Time,Early,ARV,14940.8,,Absorbed,,
85744,Zimbabwe,SCMS from RDC,Truck,2011,1,3,2011-03-31,2011-03-18,-13,On Time,Early,ARV,27741.28,,Absorbed,,
85745,Zimbabwe,SCMS from RDC,Truck,2011,1,3,2011-03-31,2011-03-18,-13,On Time,Early,ARV,89205.48,,Absorbed,,
85746,Ethiopia,SCMS from RDC,Air,2011,1,3,2011-03-10,2011-03-11,1,On Time,On Time,ARV,96908.8,3600.65,Separate,549.0,3.72
85747,Uganda,SCMS from RDC,Air,2011,1,3,2011-03-11,2011-03-22,11,Late,Late,ARV,72100.0,10648.62,Separate,1108.0,14.77
85748,Côte d'Ivoire,SCMS from RDC,Air,2011,1,3,2011-03-31,2011-04-29,29,Late,Late,ARV,10500.0,9447.08,Separate,1841.0,89.97
85749,Côte d'Ivoire,SCMS from RDC,Air,2011,2,4,2011-04-20,2011-06-10,51,Late,Late,ARV,55242.0,,Absorbed,,
85750,Côte d'Ivoire,SCMS from RDC,Air,2011,2,6,2011-06-30,2011-06-07,-23,On Time,Early,ARV,103982.4,,Absorbed,,
85751,Côte d'Ivoire,SCMS from RDC,Air,2011,1,3,2011-03-24,2011-06-07,75,Late,Late,ARV,5976.0,,Absorbed,,
85752,Nigeria,SCMS from RDC,Air Charter,2011,2,6,2011-06-21,2011-05-10,-42,On Time,Early,ARV,325188.07,12601.07,Separate,14710.0,3.88
85753,Nigeria,SCMS from RDC,Air Charter,2011,2,6,2011-06-21,2011-05-11,-41,On Time,Early,ARV,1024.92,12601.07,Separate,9.0,1229.47
85754,Nigeria,SCMS from RDC,Air Charter,2011,1,3,2011-03-31,2011-05-10,40,Late,Late,ARV,1735363.74,12601.06,Separate,20339.0,0.73
85755,Zimbabwe,SCMS from RDC,Truck,2011,2,4,2011-04-20,2011-05-20,30,Late,Late,ARV,233750.0,3403.99,Separate,5357.0,1.46
85756,Mozambique,SCMS from RDC,Truck,2011,2,5,2011-05-11,2011-05-25,14,Late,Late,ARV,384750.0,3936.85,Separate,4171.0,1.02
85757,Nigeria,SCMS from RDC,Air Charter,2011,2,6,2011-06-21,2011-05-11,-41,On Time,Early,ARV,1139054.0,12601.07,Separate,12766.0,1.11
85758,Zambia,SCMS from RDC,Truck,2011,2,4,2011-04-30,2011-05-20,20,Late,Late,ARV,210.84,3402.23,Separate,6.0,1613.65
85759,Zambia,SCMS from RDC,Truck,2011,2,4,2011-04-14,2011-06-10,57,Late,Late,ARV,721020.76,,Absorbed,,
85760,Mozambique,SCMS from RDC,Truck,2011,2,6,2011-06-30,2011-07-13,13,Late,Late,ARV,5284.44,1148.65,Separate,109.0,21.74
85761,Uganda,SCMS from RDC,Air,2011,2,6,2011-06-15,2011-05-31,-15,On Time,Early,ARV,39000.0,4605.44,Separate,7464.0,11.81
85762,Nigeria,SCMS from RDC,Air Charter,2011,2,6,2011-06-21,2011-07-06,15,Late,Late,ARV,56783.73,13398.06,Separate,2809.0,23.59
85763,Côte d'Ivoire,SCMS from RDC,Air,2011,2,5,2011-05-16,2011-06-20,35,Late,Late,ARV,6825.0,5597.54,Separate,1313.0,82.02
85764,Haiti,SCMS from RDC,Air,2011,2,5,2011-05-16,2011-06-20,35,Late,Late,ARV,7800.0,14897.04,Separate,1496.0,190.99
85765,Guyana,SCMS from RDC,Air,2011,4,10,2011-10-27,2011-06-15,-134,On Time,Early,ARV,2438.6,,Absorbed,,
85766,Guyana,SCMS from RDC,Air,2011,4,10,2011-10-27,2011-06-15,-134,On Time,Early,ARV,693.75,,Absorbed,,
85767,Zambia,SCMS from RDC,Truck,2011,3,7,2011-07-15,2011-07-11,-4,On Time,Early,ARV,50376.93,,Absorbed,,
85768,Mozambique,SCMS from RDC,Truck,2011,3,8,2011-08-10,2011-08-04,-6,On Time,Early,ARV,44092.8,,Absorbed,,
85769,Côte d'Ivoire,SCMS from RDC,Air,2011,2,6,2011-06-30,2011-06-26,-4,On Time,Early,ARV,273.24,2503.34,Separate,12.0,916.17
85770,Benin,SCMS from RDC,Air,2011,3,7,2011-07-04,2011-06-30,-4,On Time,Early,ARV,123900.0,6477.67,Separate,1440.0,5.23
85771,Ghana,SCMS from RDC,Air,2011,3,7,2011-07-04,2011-07-20,16,Late,Late,ARV,64027.59,226.25,Separate,2216.0,0.35
85772,Haiti,SCMS from RDC,Air,2011,3,7,2011-07-19,2011-06-28,-21,On Time,Early,ARV,10962.0,,Absorbed,,
85773,Haiti,SCMS from RDC,Air,2011,3,7,2011-07-19,2011-06-28,-21,On Time,Early,ARV,7140.0,,Absorbed,,
85774,Haiti,SCMS from RDC,Air,2011,3,7,2011-07-19,2011-07-21,2,On Time,On Time,ARV,176489.1,28585.57,Separate,1778.0,16.2
85775,Zambia,SCMS from RDC,Truck,2011,3,8,2011-08-18,2011-08-05,-13,On Time,Early,ARV,187460.0,3949.19,Separate,1405.0,2.11
85776,Mozambique,SCMS from RDC,Truck,2011,4,11,2011-11-17,2011-11-17,0,On Time,On Time,ARV,451861.2,10605.03,Separate,8491.0,2.35
85777,Côte d'Ivoire,SCMS from RDC,Air,2011,3,7,2011-07-22,2011-07-22,0,On Time,On Time,ARV,1170.0,3545.1,Separate,224.0,303.0
85778,Côte d'Ivoire,SCMS from RDC,Air,2011,3,9,2011-09-27,2011-09-12,-15,On Time,Early,ARV,44995.26,,Absorbed,,
85779,Zimbabwe,SCMS from RDC,Truck,2011,3,9,2011-09-06,2011-09-05,-1,On Time,Early,ARV,27741.28,1709.78,Separate,539.0,6.16
85780,Uganda,SCMS from RDC,Truck,2011,3,9,2011-09-22,2011-08-26,-27,On Time,Early,ARV,4534.18,2070.68,Separate,195.0,45.67
85781,Tanzania,SCMS from RDC,Air,2011,3,9,2011-09-30,2011-08-30,-31,On Time,Early,ARV,28113.03,1553.64,Separate,259.0,5.53
85782,Uganda,SCMS from RDC,Truck,2011,3,8,2011-08-05,2011-08-24,19,Late,Late,ARV,264320.0,14406.99,Separate,3026.0,5.45
85783,Mozambique,SCMS from RDC,Truck,2011,3,9,2011-09-30,2011-09-15,-15,On Time,Early,ARV,7821.81,315.51,Separate,181.0,4.03
85784,Zambia,SCMS from RDC,Truck,2011,3,9,2011-09-29,2011-08-29,-31,On Time,Early,ARV,52526.77,,Absorbed,,
85786,Mozambique,SCMS from RDC,Truck,2011,3,9,2011-09-20,2011-09-30,10,Late,Late,ARV,753.2,888.93,Separate,43.0,118.02
85787,Zambia,SCMS from RDC,Truck,2011,3,9,2011-09-21,2011-09-26,5,Late,Late,ARV,13821.57,3139.96,Separate,2629.0,22.72
85788,Zambia,SCMS from RDC,Truck,2011,3,9,2011-09-21,2011-09-26,5,Late,Late,ARV,318415.23,,Absorbed,,
85789,Uganda,SCMS from RDC,Truck,2011,3,9,2011-09-30,2011-09-26,-4,On Time,Early,ARV,41150.0,4911.39,Separate,607.0,11.94
85790,Zambia,SCMS from RDC,Truck,2011,4,10,2011-10-31,2011-09-26,-35,On Time,Early,ARV,212293.44,,Absorbed,,
85791,Guyana,SCMS from RDC,Air,2011,4,12,2011-12-15,2011-09-28,-78,On Time,Early,ARV,940.22,,Absorbed,,
85792,Zimbabwe,SCMS from RDC,Truck,2011,4,10,2011-10-21,2011-10-21,0,On Time,On Time,ARV,16185.0,,Absorbed,,
85795,Tanzania,SCMS from RDC,Air,2011,3,9,2011-09-30,2011-09-23,-7,On Time,Early,ARV,136252.8,,Absorbed,778.0,
85796,Guyana,SCMS from RDC,Air,2011,4,12,2011-12-15,2011-10-05,-71,On Time,Early,ARV,1621.68,1002.59,Separate,33.0,61.82
85797,Nigeria,SCMS from RDC,Air Charter,2011,4,12,2011-12-05,2011-10-17,-49,On Time,Early,ARV,152830.86,21326.73,Separate,1722.0,13.95
85798,Nigeria,SCMS from RDC,Air Charter,2012,1,3,2012-03-02,2011-10-14,-140,On Time,Early,ARV,730456.58,21326.73,Separate,8935.0,2.92
85799,Côte d'Ivoire,SCMS from RDC,Truck,2011,4,11,2011-11-11,2011-10-31,-11,On Time,Early,ARV,62775.0,,Absorbed,,
85800,Haiti,SCMS from RDC,Air,2011,4,10,2011-10-31,2011-11-08,8,Late,Late,ARV,5553.6,10794.84,Separate,1066.0,194.38
85801,Zimbabwe,SCMS from RDC,Truck,2011,4,11,2011-11-30,2011-11-21,-9,On Time,Early,ARV,8051.2,221.96,Separate,195.0,2.76
85802,Zimbabwe,SCMS from RDC,Truck,2011,4,11,2011-11-14,2011-11-21,7,Late,Late,ARV,13549.35,,Absorbed,,
85803,Côte d'Ivoire,SCMS from RDC,Truck,2011,4,12,2011-12-09,2011-11-19,-20,On Time,Early,ARV,129885.6,,Absorbed,,
85804,Zambia,SCMS from RDC,Truck,2012,1,1,2012-01-24,2011-11-28,-57,On Time,Early,ARV,970600.0,22168.18,Separate,18968.0,2.28
